time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_invoice_qty_pct_change,h.01,h.02,h.03,h.04,h.05,h.06,h.07,h.08,h.09,h.10,h.11,h.12
2020-01-01,PA,C Series-21.5-Mainstream,0.0,0.0,28377.878291437915,31028.050144283447,32329.517995817718,32968.653366136656,33282.52513877487,33436.66383025411,33512.3595069033,33549.53275268858,33567.78809121494,33576.75307066917,33581.15566536762,33583.317727219284
2020-02-01,PA,C Series-21.5-Mainstream,0.0,0.0,26660.240910649467,29772.535580628577,31303.741472856367,32057.073574411148,32427.702539538273,32610.046859536975,32699.7577406722,32743.89425226804,32765.608804964424,32776.29206428319,32781.548079973116,32784.13396693031
2020-03-01,PA,C Series-21.5-Mainstream,0.0,0.0,25448.856478641683,28818.945578656854,30484.622710575044,31307.8888692599,31714.790756215152,31915.90329298241,32015.303796498403,32064.4328078373,32088.71497613385,32100.71651414802,32106.648312039644,32109.580121794817
2020-04-01,PA,C Series-21.5-Mainstream,0.0,0.0,24467.20384009913,28009.270268456457,29770.296914924766,30645.83522350743,31081.13092521253,31297.54903743616,31405.146698325014,31458.641558389172,31485.237861967187,31498.460877471207,31505.03502934561,31508.303532876787
2020-05-01,PA,C Series-21.5-Mainstream,0.0,0.0,23611.459211764777,27281.434449960903,29117.789834763964,30036.651919771575,30496.42541364519,30726.48351389535,30841.598304538897,30899.198602074597,30928.02021793867,30942.4417674194,30949.657916937394,30953.26868108833
2020-06-01,PA,C Series-21.5-Mainstream,0.0,0.0,22846.061563327694,26620.424666830677,28522.71031732251,29481.46563493057,29964.680003290057,30208.220895841867,30330.965934542386,30392.82965019082,30424.009071814275,30439.723555216755,30447.64368252345,30451.635440632683
2020-07-01,PA,C Series-21.5-Mainstream,0.0,0.0,18969.257757464628,21909.91709174667,23933.476410062478,25325.950630726493,26284.15553120238,26943.526180705805,27397.259670495558,27709.487823070795,27924.34174382881,28072.18942151049,28173.928015429316,28243.937512060467
2020-08-01,PA,C Series-21.5-Mainstream,1.0,-97.61904761904762,11257.132237495647,11314.86827198284,11369.940359927721,11422.47141609649,11472.57868395545,11520.373997345363,11565.964030082137,11609.450534040883,11650.930566254781,11690.496705535563,11728.237259099107,11764.236459657317
2020-09-01,PA,C Series-21.5-Mainstream,0.0,-100.0,12799.541922214463,12771.518490738948,12744.792225412752,12719.303082196642,12694.993796407485,12671.809754065669,12649.698869197679,12628.611466818165,12608.500171328618,12589.319800081907,12571.027261873569,12553.58146013181
2020-10-01,PA,C Series-21.5-Mainstream,0.0,0.0,16843.337295527253,17702.616797803552,18462.071429351206,19133.298120842475,19726.546555514826,20250.875682622805,20714.292048290346,21123.872056086257,21485.870024251344,21805.81368961928,22088.58861658348,22338.51280004138
2020-11-01,PA,C Series-21.5-Mainstream,0.0,0.0,15538.130940704667,16573.178428672458,17490.107603281263,18302.3979774162,19021.990798959672,19659.464595652575,20224.190686997434,20724.470949339375,21167.659859369895,21560.27261017994,21908.080889245444,22216.197726349987
2020-12-01,PA,C Series-21.5-Mainstream,0.0,0.0,14252.759953194041,15352.129867698623,16324.284238445132,17183.944038201826,17944.12677620694,18616.34361747892,19210.77369211532,19736.418234081306,20201.23688355432,20612.26821680061,20975.736328722898,21297.145082019066
2021-01-01,PA,C Series-21.5-Mainstream,0.0,0.0,7176.817298145814,7369.173112452645,7552.258118130225,7726.519132411242,7892.381437660455,8050.249819272303,8200.509553545846,8343.527347947947,8479.652236059394,8609.216429388063,8732.536128127984,8849.912292842928
2021-02-01,PA,C Series-21.5-Mainstream,250.0,366.6666666666667,20439.033737705096,19958.34359209294,19501.357722718858,19066.90720045647,18653.880739588913,18261.221855239015,17887.926160975134,17533.038799680195,17195.652001112256,16874.902759909157,16569.9706280977,16280.075616460861
2017-08-01,PA,C Series-23.8-Mainstream,0.0,-100.0,,,,,,,,,,,,
